"Id","SalePrice"
1634,186227.916333333
1635,181900.462733333
1636,167012.418566667
1637,188707.241733333
1638,204288.9094
1639,185588.71
1640,243076.2168
1641,188913.014966667
1642,226655.032166667
1643,230399.7882
1644,225800.7002
1645,198993.270966667
1646,161100.151733333
1647,163782.2102
1648,142702.6007
1649,137277.2061
1650,122456.904533333
1651,121064.937233333
1652,92885.1108333333
1653,98058.7507
1654,153825.831
1655,149174.142166667
1656,148505.829866667
1657,152776.001266667
1658,156159.071733333
1659,139046.809166667
1660,150357.664966667
1661,441493.2097
1662,368225.293033333
1663,367349.358733333
1664,463790.8976
1665,316611.157033333
1666,336054.259933333
1667,354025.4508
1668,328326.738933333
1669,302825.217666667
1670,339249.600033333
1671,267961.0444
1672,465333.8275
1673,308659.228933333
1674,261629.420033333
1675,197039.692433333
1676,197933.0611
1677,215353.751666667
1678,479309.330433333
1679,388025.353
1680,322382.270866667
1681,261440.162133333
1682,314503.426266667
1683,188762.661766667
1684,173840.038833333
1685,176020.995433333
1686,170991.4383
1687,170338.680566667
1688,187454.253866667
1689,189205.081166667
1690,184317.3094
1691,176114.933133333
1692,258246.4749
1693,172865.785133333
1694,185147.109933333
1695,171368.328366667
1696,259298.4269
1697,171806.926633333
1698,339049.203733333
1699,335158.986566667
1700,254269.686833333
1701,273672.645366667
1702,252168.0022
1703,249754.760066667
1704,285972.2446
1705,230988.0317
1706,409933.155866667
1707,217865.048566667
1708,215380.365533333
1709,266519.239666667
1710,226251.566733333
1711,268068.939266667
1712,259467.8636
1713,265771.9708
1714,224694.412733333
1715,203907.849
1716,183376.503233333
1717,165872.367966667
1718,141916.442066667
1719,207773.322366667
1720,251290.36
1721,166830.662647619
1722,137290.043233333
1723,158296.2375
1724,206554.806133333
1725,228903.299333333
1726,193102.9324
1727,175042.0734
1728,185085.516
1729,163773.831866667
1730,160849.627333333
1731,124040.680733333
1732,131300.970266667
1733,122711.285266667
1734,128426.5173
1735,135517.991666667
1736,118698.3492
1737,334329.824266667
1738,226508.349533333
1739,276954.9698
1740,222639.0178
1741,194648.9882
1742,174892.878966667
1743,175656.431566667
1744,301386.5135
1745,232409.4758
1746,244867.982633333
1747,211975.158933333
1748,222527.6601
1749,163228.0124
1750,154090.2197
1751,223200.529466667
1752,121490.4212
1753,143267.469566667
1754,203305.714733333
1755,171626.589766667
1756,125786.886266667
1757,119205.965466667
1758,149187.9458
1759,160024.999833333
1760,159334.298133333
1761,151248.1922
1762,174016.863033333
1763,169532.7994
1764,122383.3608
1765,177910.4865
1766,168518.451666667
1767,187617.013366667
1768,143589.205466667
1769,162875.719166667
1770,142600.082633333
1771,136328.8289
1772,142130.6266
1773,138656.811233333
1774,137885.593933333
1775,135477.951333333
1776,129364.493166667
1777,119297.1869
1778,136811.358066667
1779,128591.062133333
1780,169253.216866667
1781,135189.002733333
1782,99481.1985333334
1783,130003.847766667
1784,102787.783333333
1785,117875.686733333
1786,148469.438933333
1787,162102.430233333
1788,69695.6331333333
1789,101346.398533333
1790,86615.4531333333
1791,178899.4693
1792,155052.252666667
1793,141812.128866667
1794,142275.398366667
1795,139678.3874
1796,136942.889566667
1797,126024.235066667
1798,122916.823733333
1799,117400.887666667
1800,133484.150166667
1801,129989.612933333
1802,142006.3958
1803,150635.8408
1804,139827.300733333
1805,134884.773333333
1806,117676.409166667
1807,138683.8564
1808,121039.5542
1809,124782.494066667
1810,143032.879466667
1811,115445.2291
1812,112462.9716
1813,119525.025366667
1814,95926.7714
1815,64772.9334666666
1816,104856.050666667
1817,136239.6276
1818,144535.471766667
1819,117313.624966667
1820,84378.7797666667
1821,120268.198933333
1822,154310.526433333
1823,65920.8180666666
1824,137763.113733333
1825,140165.751566667
1826,106671.701766667
1827,110047.2003
1828,139914.143733333
1829,121232.061466667
1830,136105.6825
1831,148992.127633333
1832,118676.647066667
1833,145483.967933333
1834,129221.561033333
1835,147003.097433333
1836,131632.808566667
1837,104331.3119
1838,133767.9842
1839,99387.563
1840,158130.373933333
1841,142475.900066667
1842,92739.0303666667
1843,140216.6852
1844,140520.7086
1845,143763.2442
1846,153823.496666667
1847,181709.540733333
1848,79884.6935333334
1849,121072.905566667
1850,120704.7944
1851,149448.591166667
1852,124651.150133333
1853,137682.387752381
1854,166499.642166667
1855,166377.282466667
1856,216888.243966667
1857,180838.8864
1858,150260.2741
1859,128564.147266667
1860,154567.036566667
1861,125093.3278
1862,264699.112533333
1863,258010.452533333
1864,258010.452533333
1865,323048.464133333
1866,318965.673233333
1867,240582.349566667
1868,285260.768833333
1869,197772.720266667
1870,240190.899866667
1871,255802.847166667
1872,172445.814566667
1873,226558.145166667
1874,138522.666666667
1875,206430.134833333
1876,198693.3105
1877,212060.123066667
1878,208013.005466667
1879,133903.280933333
1880,136015.482933333
1881,245837.7155
1882,252472.6131
1883,198831.501
1884,217781.7395
1885,248274.148066667
1886,282006.542433333
1887,208197.7788
1888,268977.018366667
1889,167905.173633333
1890,131095.134666667
1891,143036.312166667
1892,108176.151466667
1893,133933.899866667
1894,128493.558933333
1895,145987.2392
1896,120695.920666667
1897,121743.842866667
1898,117748.501933333
1899,153404.846666667
1900,153043.4458
1901,171829.897933333
1902,154896.4695
1903,217283.471766667
1904,145006.743633333
1905,192925.247366667
1906,166068.910966667
1907,209791.385966667
1908,127011.001233333
1909,139616.330533333
1910,132584.1012
1911,198894.9967
1912,274097.282966667
1913,152825.030233333
1914,67576.0679666667
1915,321481.863966667
1916,75416.6876333333
1917,246073.6945
1918,136218.043333333
1919,158557.627366667
1920,158808.1672
1921,380077.102666667
1922,319686.876166667
1923,210671.822566667
1924,219715.981966667
1925,223429.760366667
1926,362188.4581
1927,137482.908666667
1928,159076.051733333
1929,126810.626666667
1930,138824.606
1931,139009.808633333
1932,139604.1191
1933,177499.489933333
1934,181665.483866667
1935,176827.723066667
1936,188899.444566667
1937,181538.5766
1938,177172.8028
1939,249708.8518
1940,198909.7119
1941,175741.942866667
1942,190071.167833333
1943,200515.428266667
1944,323109.674633333
1945,365294.6475
1946,171557.033966667
1947,304563.394433333
1948,180213.541733333
1949,231213.0755
1950,177265.447366667
1951,254891.4068
1952,226274.667666667
1953,167103.8693
1954,195826.107866667
1955,148207.327733333
1956,271444.304966667
1957,173071.462933333
1958,284527.019633333
1959,141245.176366667
1960,119627.2691
1961,122971.424966667
1962,94268.3005666667
1963,101942.241366667
1964,112297.398433333
1965,151221.877866667
1966,148720.407866667
1967,298340.533533333
1968,418138.731366667
1969,381934.2678
1970,424572.720933333
1971,418644.833666667
1972,352068.120966667
1973,281714.4098
1974,318192.7771
1975,468702.186766667
1976,283706.162766667
1977,368511.756866667
1978,360866.353766666
1979,332837.307266667
1980,201282.6451
1981,339876.610233333
1982,230628.6122
1983,219722.631033333
1984,170286.746166667
1985,215288.020866667
1986,214752.678866667
1987,180703.845333333
1988,179554.0755
1989,189213.788633333
1990,219700.602666667
1991,217980.809866667
1992,210501.834266667
1993,173731.9972
1994,236831.938566667
1995,181758.375133333
1996,265903.3218
1997,316319.9736
1998,353651.433533333
1999,262344.612
2000,298199.725633333
2001,276694.187733333
2002,245359.358333333
2003,255530.483133333
2004,266420.536633333
2005,227735.6656
2006,225557.2548
2007,246339.221066667
2008,207021.054466667
2009,195368.6803
2010,191464.225933333
2011,147534.519833333
2012,176204.499233333
2013,183085.210466667
2014,192512.590733333
2015,196477.867733333
2016,196071.6316
2017,202949.3511
2018,125866.617433333
2019,131381.3825
2020,121864.319766667
2021,117751.812966667
2022,181335.445766667
2023,147470.5878
2024,254362.983533333
2025,352369.391833333
2026,185716.499019048
2027,159459.0669
2028,156328.916633333
2029,178215.005433333
2030,271233.063366667
2031,236435.7603
2032,258541.95
2033,265413.8238
2034,166202.0451
2035,209961.202133333
2036,188552.667166667
2037,191559.279833333
2038,288059.879566667
2039,214701.7816
2040,347830.9374
2041,275072.1103
2042,205188.7108
2043,173094.517333333
2044,180995.894533333
2045,210221.645433333
2046,147719.3773
2047,150797.514066667
2048,134946.228833333
2049,134893.089666667
2050,176628.295966667
2051,112357.9652
2052,136780.7338
2053,143496.1619
2054,88208.9235333334
2055,158172.589033333
2056,137919.876033333
2057,127355.263133333
2058,209164.968666667
2059,139545.016366667
2060,159251.707966667
2061,166422.639
2062,138148.433333333
2063,119077.2714
2064,141898.090666667
2065,123240.501333333
2066,163488.771933333
2067,138755.4879
2068,141353.0741
2069,86317.2149333333
2070,108785.335233333
2071,100837.8664
2072,134094.294633333
2073,135969.096366667
2074,167550.172733333
2075,147378.686266667
2076,121519.5903
2077,149681.7348
2078,128803.354
2079,134518.2157
2080,119868.642033333
2081,127131.565133333
2082,140146.323433333
2083,144447.105366667
2084,112683.238933333
2085,132692.9349
2086,121522.5387
2087,119754.324433333
2088,108490.948166667
2089,91709.0779
2090,133712.203166667
2091,122148.4934
2092,125830.7742
2093,138031.935433333
2094,126961.4628
2095,144279.496666667
2096,89096.8582333333
2097,99891.2135333333
2098,141668.552533333
2099,66038.4471
2100,116128.212966667
2101,125964.434766667
2102,136074.751966667
2103,104882.081166667
2104,134467.188166667
2105,131293.788133333
2106,83643.5602333333
2107,191123.243
2108,113215.686933333
2109,110658.9784
2110,132403.671066667
2111,150926.119233333
2112,143758.052733333
2113,121434.270533333
2114,113792.8842
2115,153634.636733333
2116,115049.932833333
2117,148886.484433333
2118,123155.567233333
2119,111459.078533333
2120,116800.6564
2121,104131.0172
2122,105301.474366667
2123,94337.1126
2124,167571.4118
2125,133013.152933333
2126,156025.623533333
2127,144746.0044
2128,135509.871066667
2129,107368.9533
2130,142549.0684
2131,150769.947033333
2132,116524.335833333
2133,116745.947166667
2134,122515.177466667
2135,106643.1726
2136,89148.9785666667
2137,124200.376966667
2138,137814.437133333
2139,150374.803666667
2140,135533.111166667
2141,141493.9305
2142,138072.715766667
2143,141107.0406
2144,129291.2762
2145,134968.160666667
2146,149624.823366667
2147,184082.584033333
2148,139330.083533333
2149,143153.623466667
2150,214398.083333333
2151,114861.642233333
2152,161989.385933333
2153,155756.4891
2154,112256.822366667
2155,128619.9007
2156,241226.8401
2157,235768.917366667
2158,231433.9029
2159,209833.618066667
2160,170630.4589
2161,251970.308733333
2162,367394.4483
2163,328969.485166667
2164,252498.9763
2165,190533.9053
2166,142631.857366667
2167,207475.5757
2168,208860.718333333
2169,195438.284633333
2170,220031.782333333
2171,150924.797733333
2172,140507.4045
2173,169879.509633333
2174,235101.117633333
2175,286199.3781
2176,306417.563466667
2177,248096.906666667
2178,218591.2235
2179,145315.424133333
2180,222347.286066667
2181,195917.288633333
2182,229771.1692
2183,196397.434
2184,131479.5811
2185,128506.281233333
2186,140674.762666667
2187,142474.717533333
2188,148842.000766667
2189,206338.331866667
2190,91427.0484333333
2191,95807.5765666667
2192,99808.3245666667
2193,101216.5717
2194,104617.132933333
2195,111483.763133333
2196,112297.974433333
2197,113904.2631
2198,149847.283733333
2199,160414.023766667
2200,150885.129633333
2201,149846.325766667
2202,195012.1825
2203,172412.568433333
2204,186783.487666667
2205,134238.4396
2206,145515.158
2207,218512.3976
2208,238454.575333333
2209,208219.7511
2210,131773.5739
2211,113039.890633333
2212,112647.508466667
2213,108733.747666667
2214,143152.2825
2215,102412.770066667
2216,151119.862733333
2217,80759.4248
2218,96579.7079333333
2219,77418.154
2220,80255.1951333333
2221,322009.055166667
2222,261672.562966667
2223,269118.915466667
2224,211247.4017
2225,145076.8244
2226,178114.3755
2227,202073.749233333
2228,278617.184633333
2229,241078.980133333
2230,168444.9462
2231,217714.3586
2232,188467.929633333
2233,184094.2643
2234,243538.369066667
2235,222946.086433333
2236,270748.2562
2237,343043.916966667
2238,202876.949533333
2239,124158.830566667
2240,159843.5748
2241,158297.574033333
2242,133467.516266667
2243,133160.6089
2244,94992.5998666667
2245,94974.2703666667
2246,144816.5687
2247,107346.635666667
2248,126017.783766667
2249,127479.6636
2250,134073.4474
2251,130816.863633333
2252,168648.1458
2253,165207.253366667
2254,179445.021166667
2255,192164.6378
2256,181090.470766667
2257,208794.874066667
2258,172903.0744
2259,179951.931366667
2260,160218.987266667
2261,187640.691133333
2262,206190.496033333
2263,337070.7464
2264,433272.4226
2265,181732.3696
2266,277288.596433333
2267,356314.898833333
2268,375788.180766667
2269,164217.400966667
2270,180099.825333333
2271,225096.431033333
2272,201774.554066667
2273,166376.1954
2274,175205.274033333
2275,172121.437133333
2276,176515.307533333
2277,197160.065
2278,150282.486233333
2279,127948.5822
2280,122269.803133333
2281,172987.2971
2282,179150.259433333
2283,97994.7779
2284,111306.1914
2285,148224.124466667
2286,129001.777333333
2287,341738.163966667
2288,278568.0786
2289,374572.7116
2290,414412.023533333
2291,330268.176433333
2292,401849.010733334
2293,460704.6776
2294,391042.7688
2295,439443.643633333
2296,287151.3421
2297,319721.399366667
2298,330741.0639
2299,381509.774866667
2300,327685.275933333
2301,296546.0858
2302,249660.901466667
2303,255888.9996
2304,260791.047833333
2305,193716.961866667
2306,195736.431933333
2307,194913.423566667
2308,226592.189566667
2309,280773.408066667
2310,223218.4922
2311,200337.2892
2312,177856.243
2313,177418.298866667
2314,177948.5306
2315,174872.896033333
2316,200928.711566667
2317,181596.1717
2318,177234.4961
2319,177406.861566667
2320,180151.7791
2321,243806.177466667
2322,171218.809433333
2323,177074.158733333
2324,170874.6925
2325,212551.7056
2326,167855.9491
2327,212738.380266667
2328,220753.519466667
2329,183710.155
2330,177843.4022
2331,349651.5027
2332,386259.644866667
2333,311756.6098
2334,268969.0839
2335,266543.998233333
2336,323050.6422
2337,205878.975766667
2338,271913.8781
2339,235600.67
2340,361048.261
2341,220033.157466667
2342,237785.565166667
2343,223329.9335
2344,240987.890166667
2345,241850.552066667
2346,217820.783766667
2347,202253.2879
2348,232878.086766667
2349,179035.271266667
2350,289593.729
2351,262416.739233333
2352,242665.9834
2353,253111.109733333
2354,136021.954533333
2355,156981.480566667
2356,153934.7497
2357,200700.446133333
2358,200130.9011
2359,130603.189933333
2360,123099.2658
2361,136650.6714
2362,262047.848166667
2363,140736.3903
2364,149357.9704
2365,216025.167033333
2366,196796.1504
2367,234896.501133333
2368,208833.1484
2369,233283.848366667
2370,176583.2689
2371,174631.243733333
2372,191718.519933333
2373,260316.296133333
2374,288196.884466667
2375,242649.9167
2376,275290.144
2377,328212.7606
2378,153583.6725
2379,213769.173066667
2380,152788.944566667
2381,165200.368033333
2382,188196.078433333
2383,204096.219433333
2384,231002.342866667
2385,161280.900133333
2386,147045.083233333
2387,137854.183666667
2388,113807.292233333
2389,131750.750933333
2390,144115.312266667
2391,136745.6984
2392,114553.182
2393,162264.261
2394,145649.115333333
2395,186669.794466667
2396,148049.211433333
2397,187683.545033333
2398,129663.0135
2399,71997.4683666666
2400,65222.8239666667
2401,116111.6187
2402,136828.5485
2403,131336.319866667
2404,153886.8364
2405,161341.204833333
2406,135579.145333333
2407,129523.3016
2408,140438.447533333
2409,135916.4211
2410,163119.9598
2411,124036.835333333
2412,152958.406633333
2413,137612.249
2414,138298.837066667
2415,133686.1727
2416,128778.8512
2417,129363.415566667
2418,126163.809133333
2419,132936.159366667
2420,127522.337
2421,147600.253066667
2422,113409.273766667
2423,131821.017466667
2424,146754.524733333
2425,207921.597366667
2426,125912.730866667
2427,138464.501966667
2428,163672.8744
2429,116885.472866667
2430,131396.7195
2431,124054.740833333
2432,134712.716466667
2433,144255.390466667
2434,143404.726133333
2435,151313.7158
2436,112195.981
2437,112596.158633333
2438,127228.216666667
2439,115647.0277
2440,123052.2718
2441,103541.575466667
2442,103586.723933333
2443,116833.630333333
2444,125200.085133333
2445,94323.8720333333
2446,128991.236833333
2447,198729.5658
2448,141948.2357
2449,113393.0002
2450,146307.7094
2451,129071.650966667
2452,193620.890633333
2453,97917.4056
2454,128936.6937
2455,112869.399833333
2456,137037.284
2457,122686.1808
2458,117124.814433333
2459,112867.955066667
2460,136345.389833333
2461,119237.338533333
2462,133215.081933333
2463,120311.479133333
2464,153732.346133333
2465,133252.167366667
2466,119357.4404
2467,139803.529733333
2468,94942.8048
2469,93429.6419666667
2470,179859.911566667
2471,178530.028333333
2472,165275.227533333
2473,118226.042466667
2474,107671.2972
2475,200366.193666667
2476,119477.385366667
2477,131690.518166667
2478,157072.836166667
2479,121857.257133333
2480,142822.5087
2481,127659.102133333
2482,133685.724166667
2483,118599.636466667
2484,126364.185
2485,126776.570633333
2486,152595.949833333
2487,182749.3223
2488,144195.3472
2489,150782.529333333
2490,148687.3225
2491,101666.6306
2492,191781.876666667
2493,141414.189633333
2494,156095.4288
2495,103283.272433333
2496,223993.438833333
2497,145057.440566667
2498,118250.0132
2499,96296.7544666667
2500,133327.222819048
2501,133387.796366667
2502,139051.063766667
2503,102401.234166667
2504,185294.540933333
2505,217799.109733333
2506,254526.791333333
2507,293979.357433333
2508,254579.424733333
2509,222964.1291
2510,227586.451033333
2511,186822.0605
2512,213812.364033333
2513,218715.172666667
2514,234299.338566667
2515,148856.644266667
2516,168246.172966667
2517,133413.1636
2518,144991.973733333
2519,225076.542233333
2520,207038.1848
2521,194283.275966667
2522,217055.2305
2523,133262.084833333
2524,141399.951
2525,144937.4951
2526,141484.0974
2527,121433.032766667
2528,129345.6278
2529,135500.392133333
2530,128378.125
2531,246394.0235
2532,225814.379266667
2533,198891.4023
2534,236539.658333333
2535,278707.447066667
2536,229595.132766667
2537,222340.365066667
2538,181720.392166667
2539,186450.693066667
2540,180515.481566667
2541,179513.945133333
2542,174359.131333333
2543,122568.748233333
2544,125298.4937
2545,130067.9665
2546,138917.898466667
2547,133105.257
2548,151801.648266667
2549,156361.4421
2550,364704.257833334
2551,143833.918933333
2552,118840.675466667
2553,92141.2796666667
2554,116603.1177
2555,106336.200333333
2556,104611.732866667
2557,114537.4445
2558,163197.006666667
2559,153577.557566667
2560,147380.767633333
2561,146312.946066667
2562,154473.503366667
2563,161599.171666667
2564,184879.485366667
2565,151206.0137
2566,171888.5581
2567,147225.030466667
2568,198647.107
2569,193805.2702
2570,130450.265333333
2571,192513.289633333
2572,165325.148633333
2573,219657.5322
2574,285182.679
2575,126731.124433333
2576,138419.230066667
2577,160269.6414
2578,97872.5516666667
2579,79624.7617666666
2580,133998.465466667
2581,131443.434566667
2582,120561.6707
2583,276173.136133333
2584,163300.990166667
2585,191110.392266667
2586,201551.079166667
2587,190845.236233333
2588,145488.8988
2589,145770.274233333
2590,218978.549333333
2591,217248.7918
2592,224013.999233333
2593,255270.7145
2594,177657.171966667
2595,207512.278633333
2596,317618.115466667
2597,198354.188666667
2598,263625.7747
2599,311060.0903
2600,168501.165133333
2601,140304.336433333
2602,86231.2010666667
2603,92066.4070666667
2604,89228.2810333333
2605,85846.8883333334
2606,146429.3346
2607,175280.885966667
2608,186315.7869
2609,162823.220433333
2610,121146.247433333
2611,148751.2879
2612,150091.267866667
2613,128474.153333333
2614,124396.623
2615,149996.240333333
2616,138022.967133333
2617,169037.4559
2618,172382.095066667
2619,195449.934533333
2620,186336.728866667
2621,183837.375066667
2622,188413.298866667
2623,236509.144766667
2624,267327.5387
2625,316228.257966667
2626,169419.095133333
2627,179245.3743
2628,414508.5777
2629,486926.845733334
2630,345479.480233333
2631,442187.597266666
2632,402281.7087
2633,295751.352866667
2634,382454.9226
2635,158375.762566667
2636,192765.329133333
2637,178636.1734
2638,251998.806133333
2639,183953.496
2640,158740.050166667
2641,113390.851266667
2642,188597.421333333
2643,107294.9408
2644,131888.676666667
2645,100026.841933333
2646,92238.8041666667
2647,98438.1402333333
2648,138948.526533333
2649,143617.5249
2650,143763.450366667
2651,149366.397066667
2652,421453.937833333
2653,267438.472766667
2654,266156.7896
2655,368674.729133333
2656,320058.9643
2657,322501.693433333
2658,281807.986766667
2659,305662.802133333
2660,326858.488233333
2661,343844.819466667
2662,352432.968
2663,285551.980033333
2664,275231.030666667
2665,322640.463966667
2666,284442.274133333
2667,172338.580366667
2668,177431.992333333
2669,177600.737666667
2670,269074.310033333
2671,178177.913033333
2672,184179.824766667
2673,209989.076733333
2674,211759.654633333
2675,169235.009633333
2676,186648.9596
2677,198052.2001
2678,250522.4558
2679,287607.622733333
2680,279080.124333333
2681,393095.608433334
2682,325522.7916
2683,510906.3372
2684,307777.653266667
2685,342703.6211
2686,259739.304666667
2687,305167.071966667
2688,232083.551533333
2689,213297.9075
2690,404914.4783
2691,197381.223066667
2692,144437.809933333
2693,192714.444033333
2694,139131.485633333
2695,193489.2259
2696,185879.378
2697,190805.689666667
2698,199731.3371
2699,183532.250366667
2700,169311.354166667
2701,159625.994333333
2702,122245.778
2703,137395.970266667
2704,142259.595366667
2705,126058.028
2706,122666.1546
2707,127622.0474
2708,133382.668566667
2709,116788.2154
2710,127197.602266667
2711,275418.574066667
2712,370453.158166667
2713,175733.7695
2714,151580.4356
2715,173792.374433333
2716,158839.798133333
2717,191625.184666667
2718,239468.7197
2719,162421.479866667
2720,165972.456933333
2721,142415.540933333
2722,161926.157333333
2723,145205.382866667
2724,130242.126333333
2725,134635.179166667
2726,145932.114933333
2727,161326.439866667
2728,163370.691933333
2729,153778.4928
2730,144702.651
2731,120767.954733333
2732,119112.0222
2733,156882.7438
2734,148652.8484
2735,135775.3263
2736,142261.2064
2737,124085.486966667
2738,135021.2681
2739,160561.854166667
2740,132278.177333333
2741,148839.8363
2742,154150.051266667
2743,152584.1652
2744,145970.3638
2745,137160.7044
2746,133605.5346
2747,148330.5732
2748,129494.426733333
2749,131017.0542
2750,133655.810533333
2751,127884.702
2752,210354.371766667
2753,149941.083166667
2754,198933.1625
2755,127576.5
2756,97812.8184
2757,91919.6511666667
2758,86279.8067666667
2759,152202.063166667
2760,134091.6129
2761,148197.194633333
2762,145955.523633333
2763,172215.994866667
2764,169242.111233333
2765,225072.736733333
2766,141406.489
2767,91964.6558666667
2768,131606.8603
2769,136035.8872
2770,147589.417533333
2771,119450.337033333
2772,125781.378033333
2773,157484.213666667
2774,137197.495866667
2775,131569.399066667
2776,136667.3061
2777,145431.175433333
2778,110527.264166667
2779,144312.006633333
2780,106253.215066667
2781,102081.865266667
2782,96739.6568
2783,103655.744366667
2784,125302.013433333
2785,137327.1954
2786,76852.2310333333
2787,116695.1907
2788,90009.9275333333
2789,167271.972133333
2790,98915.7442666667
2791,116646.7312
2792,80344.9731333333
2793,159434.969566667
2794,109372.644566667
2795,119250.2536
2796,103034.2112
2797,168863.433733333
2798,118959.180866667
2799,120430.783466667
2800,81202.4501333333
2801,112656.086833333
2802,137558.2996
2803,153909.2187
2804,147058.719766667
2805,98560.8645333334
2806,97756.3691666667
2807,147688.597566667
2808,147124.286833333
2809,135055.503766667
2810,136058.486666667
2811,156720.806866667
2812,145865.1912
2813,157829.754466667
2814,158397.2445
2815,106223.143133333
2816,234428.641533333
2817,154577.813
2818,132520.049666667
2819,179524.934733333
2820,137766.217866667
2821,110594.719066667
2822,181796.939766667
2823,230053.8218
2824,170885.817433333
2825,153111.262066667
2826,126939.8026
2827,136435.4754
2828,234811.4408
2829,198773.2032
2830,234050.0571
2831,188445.685133333
2832,235608.782533333
2833,291783.526433333
2834,217252.350133333
2835,216264.287
2836,191996.397766667
2837,175497.660233333
2838,146003.7818
2839,182477.545
2840,196183.629533333
2841,203242.446533333
2842,221733.004133333
2843,157343.387666667
2844,164069.864266667
2845,125509.202866667
2846,211382.5927
2847,201055.473633333
2848,209969.9313
2849,210043.860133333
2850,268604.621366667
2851,229310.729533333
2852,228140.583233333
2853,234710.221166667
2854,140690.998152381
2855,202345.6459
2856,207528.148266667
2857,187120.8648
2858,200541.814
2859,134838.877133333
2860,124063.9295
2861,131839.387566667
2862,182810.519933333
2863,121325.225966667
2864,235137.878433333
2865,142484.1515
2866,135265.467271429
2867,92829.0949
2868,114042.649
2869,121749.224466667
2870,147916.372333333
2871,103293.623
2872,66296.2661666666
2873,104517.2368
2874,139026.764033333
2875,123019.379233333
2876,154921.287566667
2877,144009.179466667
2878,175378.9337
2879,140783.188933333
2880,113852.3222
2881,166744.908133333
2882,172748.797833333
2883,188556.725
2884,189538.393966667
2885,184185.868433333
2886,215119.7728
2887,102290.8181
2888,125979.3737
2889,67189.5379666666
2890,83082.0953
2891,139677.3198
2892,67333.5854666666
2893,110456.275766667
2894,67321.1012666667
2895,307287.534133333
2896,287614.747933333
2897,184160.129533333
2898,147694.448666667
2899,217916.911733333
2900,160435.064533333
2901,203279.1905
2902,194481.340166667
2903,332250.614166667
2904,332805.879833333
2905,127809.884966667
